run_accession	fastq_ftp	fastq_bytes	fastq_md5
SRR1568014	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1568014/SRR1568014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1568014/SRR1568014_2.fastq.gz	31755572;34041219	4dbc870b62505e8279a9e9f69f150642;0b62507ee2744c32c826e2b29bc88307
SRR1568105	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1568105/SRR1568105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1568105/SRR1568105_2.fastq.gz	1610963056;1604918015	8a0d7f97144b3f86606ca642815c79f7;0293f46d38511400e10223de13d099ed
SRR1568038	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568038/SRR1568038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568038/SRR1568038_2.fastq.gz	23011072;24172434	fdeefc852c3019f57ee049ac1ce21cf8;38aaaba7aa9911963389d8177cbe2a7d
SRR1568107	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568107/SRR1568107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568107/SRR1568107_2.fastq.gz	738039631;763846276	f8b1a611466f0f6541515c5d111aaec3;a7030044923b986ce5ff13f741f09278
SRR1568013	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1568013/SRR1568013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1568013/SRR1568013_2.fastq.gz	2968829198;2942042763	f438a224cca74f2c1883815a7afb1d13;86393f65cff8b77e34f401ed9234793c
SRR1568109	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1568109/SRR1568109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1568109/SRR1568109_2.fastq.gz	741284162;744306075	99fa7d16690417cbf6cb03cd3781c1a1;7511d9a39fefb2bf273f040554b07061
SRR1568110	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/000/SRR1568110/SRR1568110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/000/SRR1568110/SRR1568110_2.fastq.gz	1080241026;1081435737	72a7944bcfc9465dee51ca7d45b317d4;58382504c34b720e9dfb4ec9faf65c85
SRR1568077	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568077/SRR1568077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568077/SRR1568077_2.fastq.gz	1094310607;1093333508	5e71b2ab79f85a1dd9d390becd45b1db;690f65c99feba5aa6583208cdcf6b02c
SRR1568103	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1568103/SRR1568103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1568103/SRR1568103_2.fastq.gz	1660010127;1622374401	ec55188313af15877208444c24833fef;b03b546a6b23a695f01e389f96f21ab9
SRR1568112	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/002/SRR1568112/SRR1568112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/002/SRR1568112/SRR1568112_2.fastq.gz	1096917392;1090510383	134a1f637c58b5a9b6474261b7f0dd69;e10f5d58f61c9375aa54b46eed4f81d8
SRR1568113	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1568113/SRR1568113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1568113/SRR1568113_2.fastq.gz	2073851739;2074985827	1a89097e1342618b579c3c15fa5aa821;dd1f3f85df2b552c5ad17ce59fb5e2da
SRR1568117	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568117/SRR1568117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568117/SRR1568117_2.fastq.gz	1778492711;1772874480	31743db408f369bedcbb466d8fede9a5;4e68d6dc9664e6fcdb80b341323b4b8c
SRR1568118	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568118/SRR1568118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568118/SRR1568118_2.fastq.gz	834865685;829030256	1ada251253dd0c31ec48d67178b56106;bafcc8e47c761da44735cd6d601fa20c
SRR1568123	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1568123/SRR1568123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1568123/SRR1568123_2.fastq.gz	1599084537;1589266184	1c3eeb4bd1d3f684a3575244f9c6edca;bd4aece50936827d1c8728f783932c97
SRR1568127	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568127/SRR1568127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568127/SRR1568127_2.fastq.gz	678431020;675418286	59e33d4c68fa9f3e519bbc9ae7012362;872e910aa75a4c5f7a2f0799d1a8ad30
SRR1568120	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/000/SRR1568120/SRR1568120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/000/SRR1568120/SRR1568120_2.fastq.gz	1222478245;1214440603	ba3bdcf84770776f4fa73cba28d41272;b09c1e9c50100b0f7e3b72db617e945f
SRR1568114	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1568114/SRR1568114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1568114/SRR1568114_2.fastq.gz	1832330599;1832281731	b72068bff8aeacae0931b432212eeae6;4aaffe1c1f7e8085c7512a1e36010132
SRR1568121	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/001/SRR1568121/SRR1568121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/001/SRR1568121/SRR1568121_2.fastq.gz	1204834193;1193990726	42eb0b6cd37fc7935f1f856db9838f0e;d006ed823628b60de5d78da6ad4c74b7
SRR1568115	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1568115/SRR1568115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1568115/SRR1568115_2.fastq.gz	1695859253;1693447406	ed0390a6b9e2aa2a4e5dfba018147f09;076f9dc3a3b9da695a58d3de1352c577
SRR1568126	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1568126/SRR1568126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1568126/SRR1568126_2.fastq.gz	1249365122;1253864240	084d24182866f1f88e8cb21281b970be;40daa22c4ae39f7aba93fa88986ac15a
SRR1568122	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/002/SRR1568122/SRR1568122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/002/SRR1568122/SRR1568122_2.fastq.gz	1436925340;1431147131	884e31e5feb39019b6af93d2bfe431da;e8c0c49964b3cf5784e9ec9e369ae239
SRR1568128	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568128/SRR1568128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568128/SRR1568128_2.fastq.gz	1960581837;1957146218	a0970d991c5be31c491a86c232488f1a;3b375b776311e45f09deaf1c5ddca87c
SRR1568148	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568148/SRR1568148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568148/SRR1568148_2.fastq.gz	1367603446;1371285060	b7521c10659c73db3acf7b9fb56a857c;a6a6131cdf81b51da9263b01cb268776
SRR1568150	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/000/SRR1568150/SRR1568150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/000/SRR1568150/SRR1568150_2.fastq.gz	1201826075;1193302503	5ea356154cbb0105c36ba379f47f96f6;f51a22e78fe18e434f708fc14f6f53d2
SRR1568152	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/002/SRR1568152/SRR1568152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/002/SRR1568152/SRR1568152_2.fastq.gz	687880946;698109600	193faff5d9c377fad5820f888a292313;fc08ca9249e4aae5bec74ab47ee326c4
SRR1568160	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/000/SRR1568160/SRR1568160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/000/SRR1568160/SRR1568160_2.fastq.gz	1563278976;1554304053	7ff5ec01c7e34f504f8971c0b10ec4aa;7ba393243588476a39d6b887ce97cc59
SRR1568153	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1568153/SRR1568153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1568153/SRR1568153_2.fastq.gz	1421206399;1410927752	59f9e91d25628865ef9f598227ea40bf;45e8263fb9856d17c0cb1a34180e0734
SRR1568154	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1568154/SRR1568154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1568154/SRR1568154_2.fastq.gz	1309552487;1308578698	31b75bd1eb8fdc16435272fec1b32dcc;5cb373b76abf40d28ab72b8eda7fe63d
SRR1568162	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/002/SRR1568162/SRR1568162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/002/SRR1568162/SRR1568162_2.fastq.gz	925020265;923537588	5bd8a63ed058b940b0f6945efed721d4;ab067fa180445f95cfaeab0933d8e089
SRR1568157	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568157/SRR1568157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568157/SRR1568157_2.fastq.gz	842644783;834138606	d06fede668118196d741757311d44503;f9221cab32272e65708fc6879422e1c4
SRR1568161	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/001/SRR1568161/SRR1568161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/001/SRR1568161/SRR1568161_2.fastq.gz	625023279;640071624	c64a8848c5358388aafa44433fcf271b;7f35eca0ac0a08930d57c0f054ebfdcd
SRR1568158	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568158/SRR1568158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568158/SRR1568158_2.fastq.gz	868265358;862089111	eaac797a58dbee32dbed6990e2c399af;d1480690f141b133a7f2fad5bcf9652c
SRR1568149	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1568149/SRR1568149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1568149/SRR1568149_2.fastq.gz	1527302906;1517105352	38a1fb4db9ea32f2deb859312e1ce03a;53412223b0aa63783ba153a534f33269
SRR1568164	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1568164/SRR1568164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1568164/SRR1568164_2.fastq.gz	403949998;414927852	877d6ec7a81ea1ce7621c7c7cee1d78b;2004840d19bf1822b247eed70900a1be
SRR1568165	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1568165/SRR1568165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1568165/SRR1568165_2.fastq.gz	391858844;391240235	fa348605a96b4735512a24654ed71133;03c17414e2f237f72a51ae0b4c027f61
SRR1568171	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/001/SRR1568171/SRR1568171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/001/SRR1568171/SRR1568171_2.fastq.gz	1225834335;1217670137	3aca839f8cf591648e1687d845b11038;9f99a242f7a6f4db661a5081f27af70f
SRR1568167	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568167/SRR1568167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568167/SRR1568167_2.fastq.gz	191124672;196069422	4cf967864ecf4283b0bd15a238943f5e;5a4b907328f2fc69e6eb4035a7b7777c
SRR1568166	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1568166/SRR1568166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1568166/SRR1568166_2.fastq.gz	506896122;505134933	3e800eb50d6123747641b7b1645ceb56;63f801002f8166aa9ce28d8c309eadbc
SRR1568178	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568178/SRR1568178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568178/SRR1568178_2.fastq.gz	740890360;739188528	eb7a4c44960b43b8ce8c9783d716f582;8f115031dbc2087736ef689ed42c2da6
SRR1568177	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568177/SRR1568177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568177/SRR1568177_2.fastq.gz	2082217095;2070392800	c465d295acce2829402657c718bab569;80e91c63989e69fb37c54e6ae93746de
SRR1568168	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568168/SRR1568168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568168/SRR1568168_2.fastq.gz	285683904;293691884	a4049ce8afe6e9e89cd743c69f95a645;fd6570864f65bfe7e2f838816f055498
SRR1568172	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/002/SRR1568172/SRR1568172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/002/SRR1568172/SRR1568172_2.fastq.gz	2487874075;2550780449	c16a19a4251deb1c6823148fdef7402f;b2ef923dbf93ee76be43f937d0460ce4
SRR1568169	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1568169/SRR1568169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1568169/SRR1568169_2.fastq.gz	1583235047;1570760181	212fd1e206e26598b3ce0c5fa9aeadb5;48a448a57efcb43eed40b5080608c5ba
SRR1568175	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1568175/SRR1568175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1568175/SRR1568175_2.fastq.gz	300341985;306503348	57b608bf422ec8c3507bd544aaf60e46;53f83e8ee8777e17425fe87a05a14a82
SRR1568174	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1568174/SRR1568174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1568174/SRR1568174_2.fastq.gz	847792906;848297767	12144ff889fe0d9096c7048ed2fc4381;23925ce9e4dad358df8f55439b6dba4d
SRR1568179	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1568179/SRR1568179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1568179/SRR1568179_2.fastq.gz	795568300;792284098	0bb70329401482ee054b86de5980793f;3f0441ac9b57ae65f69a52640acfb0cb
SRR1568180	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/000/SRR1568180/SRR1568180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/000/SRR1568180/SRR1568180_2.fastq.gz	1321798807;1347733988	86fa586336fa4f912f6272f4c9bf9182;7df3addb6527206cb84887283ca4cded
SRR1568189	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1568189/SRR1568189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1568189/SRR1568189_2.fastq.gz	928803732;945907382	97484f67542abe7bf78ea73437037b1a;7bedbef096ffa948de1bd023bd16b34c
SRR1568190	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/000/SRR1568190/SRR1568190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/000/SRR1568190/SRR1568190_2.fastq.gz	1237525460;1236292351	fb06bd310033e90c7e724f34c4a4b741;fbf3f32d287e187f29e269f4dc1b3516
SRR1568186	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1568186/SRR1568186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1568186/SRR1568186_2.fastq.gz	873819478;876351553	fd4cd0ad10987abc45f041f8abff1547;5836d77cd545009f6e7c5040faf7d9ee
SRR1568185	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1568185/SRR1568185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1568185/SRR1568185_2.fastq.gz	835334690;835454532	738e21b534a9d032d1c7d5311a3d6621;994dd14814baf65a52298d8ce9e7cd84
SRR1568187	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568187/SRR1568187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568187/SRR1568187_2.fastq.gz	1901764857;1891079541	dd76a47a6d899b8056bb416a739896bc;a99014f113ce930416210263f00083f3
SRR1568191	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/001/SRR1568191/SRR1568191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/001/SRR1568191/SRR1568191_2.fastq.gz	680790964;680973514	076f9aad20b5821c620d4871f8d95123;83b0d9e5310c072afb94f7d9066a2c03
SRR1568182	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/002/SRR1568182/SRR1568182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/002/SRR1568182/SRR1568182_2.fastq.gz	1783196740;1768521372	8832d5593ae3292efe915672d3057672;01cbd407ad6eb301798e74dce564d280
SRR1568183	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1568183/SRR1568183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1568183/SRR1568183_2.fastq.gz	1229768923;1228495987	6f6198a20603cb119a369a4a98a5724c;5ca5b7ca1c6a45bcfd1e1c75fe6b854c
SRR1568181	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/001/SRR1568181/SRR1568181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/001/SRR1568181/SRR1568181_2.fastq.gz	946534640;940954037	fc611e74d3ad2dc56a46452d7672b271;ab28a9dafa3ef099a919d9c78755e585
SRR1568192	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/002/SRR1568192/SRR1568192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/002/SRR1568192/SRR1568192_2.fastq.gz	2312376427;2256882526	98f231a0520e3716ade9d6df76cfc462;011dd876f49818c9acd671ae7d2aa81b
SRR1568195	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1568195/SRR1568195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1568195/SRR1568195_2.fastq.gz	1698780914;1682557890	35be03aacc1dce88abf76bb4a3a458fd;5241db1d7f4c77584ac0d7ea012c4815
SRR1568196	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1568196/SRR1568196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1568196/SRR1568196_2.fastq.gz	1330738999;1355144877	e02a054e63c494856f4619af41b1a86b;2a26ffab1368a4e9cea3aee805bbe786
SRR1568202	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/002/SRR1568202/SRR1568202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/002/SRR1568202/SRR1568202_2.fastq.gz	458484664;473285276	33ad28739946c202462c75ffb01d072e;ee8b390afa21c698616901859d3e2776
SRR1568206	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1568206/SRR1568206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1568206/SRR1568206_2.fastq.gz	1405122141;1430633189	1732bb65046705963825f42c7e1df1fe;75fd5fcae98889a5212de4649902d104
SRR1568201	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/001/SRR1568201/SRR1568201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/001/SRR1568201/SRR1568201_2.fastq.gz	929739616;925783508	094f0ff2cf5cfebc3af74642189eab52;114352e20ab577322d4e328e0d089acb
SRR1568204	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1568204/SRR1568204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1568204/SRR1568204_2.fastq.gz	1530493247;1524384521	a07247052a0a8a0986aafa91d953456a;f1b1ae817de3dd66a4e1f9d56bf24875
SRR1568205	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1568205/SRR1568205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1568205/SRR1568205_2.fastq.gz	769197421;779449413	ca0ad533f3cea58eaec25930cd5a2527;9cba409e6e566ce12b7d78d4dfe44ff6
SRR1568198	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568198/SRR1568198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568198/SRR1568198_2.fastq.gz	1583657667;1622389081	361c380c817286ee16d2eaf27b1b2f74;c7a576895b1f80dce00b7befc5c6aca0
SRR1568199	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1568199/SRR1568199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1568199/SRR1568199_2.fastq.gz	1101913460;1095352575	439e3aeefd4b5660dd66f7815a3dfc27;1e394ad0c3f0a9cec15274fa2e888b28
SRR1568203	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1568203/SRR1568203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1568203/SRR1568203_2.fastq.gz	2198607905;2278274885	f2558ec2f17eaf4e7ffe9edf3acd226e;760812ef01ef534044bc11a3f5136682
SRR1568208	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568208/SRR1568208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568208/SRR1568208_2.fastq.gz	1260551454;1280709739	d7cf823333f1a9547772286543a2c71d;70957f3b300b12c94a0f8ac49938d002
SRR1568207	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568207/SRR1568207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568207/SRR1568207_2.fastq.gz	1160149389;1162894243	685d59b0ada21998655d6efd4c53bc1e;939c932939db9e6cddedb52dd85523c9
SRR1568209	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1568209/SRR1568209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1568209/SRR1568209_2.fastq.gz	1086102645;1097364308	80261ba5c01f49188e9b3864e5f31a48;befe03301cdea373945cfcb5d8969b0f
SRR1568210	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/000/SRR1568210/SRR1568210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/000/SRR1568210/SRR1568210_2.fastq.gz	2780796766;2863442391	8f4c92aabf40d5734f032c3108e9ffa3;eeb20a2532f3ac16b3fa0b752af8aa29
SRR1568218	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568218/SRR1568218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1568218/SRR1568218_2.fastq.gz	1514308316;1504098502	80d46ceef7b585e4c13b4516cb11ad64;917de64e3c6978a353e91004c66d064c
SRR1568213	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1568213/SRR1568213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1568213/SRR1568213_2.fastq.gz	1101424001;1101993042	8dcc081a4be526a1f56bd4974037326e;592f6a167bbc1d403e6899bda180ccbe
SRR1568221	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/001/SRR1568221/SRR1568221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/001/SRR1568221/SRR1568221_2.fastq.gz	912598556;909316895	a43a4d5faa7db35353549ea8a3d40053;bcbbbf9b42ba7d03daa21a75c2fb7c64
SRR1568214	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1568214/SRR1568214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1568214/SRR1568214_2.fastq.gz	278966511;279037796	694952445f6c1618b477498dc2a01ca8;517918e43b63f771c36ba86850d67cfe
SRR1568216	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1568216/SRR1568216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1568216/SRR1568216_2.fastq.gz	930587929;929074635	4a67122041c0361aaefaf71ca236353e;089491aaa28bc54c64a0eb642132d9dc
SRR1568211	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/001/SRR1568211/SRR1568211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/001/SRR1568211/SRR1568211_2.fastq.gz	1820685764;1816300321	7f4fc4793d1619f58cd8218ba399f4ce;47250e2629107a6bdf29b1ba3896620f
SRR1568219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1568219/SRR1568219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/009/SRR1568219/SRR1568219_2.fastq.gz	905310824;901920042	2964d1a54000d67f730c1dc25fcbd110;f9ec3fbf0e9fdc2178a7fbe7d4f482b1
SRR1568226	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1568226/SRR1568226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1568226/SRR1568226_2.fastq.gz	2169329742;2160947979	5cda6b441ba04ed4cfe7c28194d21e7f;98c82df3848873847389e73887a35969
SRR1568225	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1568225/SRR1568225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1568225/SRR1568225_2.fastq.gz	1084206177;1084377105	fa89e068625f1b4cfe163f92989c0687;8f7b1e26a0689fc9d50f94926991811f
SRR1568223	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1568223/SRR1568223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1568223/SRR1568223_2.fastq.gz	1009096989;1006910684	8598ecfe25f095b9b0b9409a631aaba8;e7d91396db55b95d68b41d2b03b6c216
SRR1568227	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568227/SRR1568227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1568227/SRR1568227_2.fastq.gz	1191160157;1189510167	a072e09787d4edd2b25c7992eefe6a16;8cbba7bf7b677752894d663c32d54638
