Sample	Study	Site	First-level administrative division	Country	Lat	Long	Year	ENA	All samples same individual	Population	% callable	QC pass	Exclusion reason	Is returning traveller
VVX01959	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2015	ERR2309715	VVX01959	AF	0.04	False	Unverified_metadata	False
VVX01961	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2015	ERR2309726	VVX01961	AF	89.07	True	Analysis_set	False
VVX01962	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2015	ERR2309712	VVX01962	AF	1.22	False	Unverified_metadata	False
VVX01964	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2015	ERR2300683	VVX01964	AF	79.98	False	Unverified_metadata	False
VVX01965	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2016	ERR2678950	VVX01965,VVX01966	AF	89.08	False	Lower_covered_duplicate	False
VVX01966	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2016	ERR2309724	VVX01965,VVX01966	AF	89.36	False	Unverified_metadata	False
VVX01967	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2016	ERR2351922	VVX01967	AF	83.55	True	Analysis_set	False
VVX01968	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2016	ERR2678951	VVX01968	AF	88.07	True	Analysis_set	False
VVX01969	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2016	ERR2678953	VVX01969	AF	88.04	True	Analysis_set	False
VVX01970	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2016	ERR2678952	VVX01970	AF	86.19	True	Analysis_set	False
VVX01971	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2016	ERR2678949	VVX01971,VVX01972	AF	89.21	True	Analysis_set	False
VVX01972	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2016	ERR2678964	VVX01971,VVX01972	AF	87.24	False	Unverified_metadata	False
VVX01973	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2016	ERR2351919	VVX01973,VVX01974	AF	90.46	True	Analysis_set	False
VVX01974	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2016	ERR2309710	VVX01973,VVX01974	AF	86.57	False	Unverified_metadata	False
VVX01975	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2016	ERR2351918	VVX01975	AF	89.69	True	Analysis_set	False
VVX01978	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2016	ERR2309716	VVX01978	AF	0.14	False	Unverified_metadata	False
VVX01979	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2016	ERR2309719	VVX01979	AF	80.6	False	Unverified_metadata	False
VVX01980	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2016	ERR2309717	VVX01980	AF	85.56	False	Unverified_metadata	False
VVX01981	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2016	ERR2309703	VVX01981	AF	1.62	False	Unverified_metadata	False
VVX01983	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2016	ERR2351925	VVX01983	AF	87.03	True	Analysis_set	False
VVX01984	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2016	ERR2351924	VVX01984	AF	89.28	True	Analysis_set	False
VVX01986	1128-PV-MULTI-GSK	Gondar	Ethiopia: Amhara	Ethiopia	11.4884227	37.548083	2016	ERR2309881	VVX01915,VVX01986	AF	1.69	False	Lower_covered_duplicate	False
VVX01987	1128-PV-MULTI-GSK	Rio Tuba	Philippines: Palawan	Philippines	8.5426133	117.438018	2015	ERR2351920	VVX01987	MSEA	88.52	True	Analysis_set	False
VVX02316	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299665, ERR2299693, ERR2299721	VVX02316	LAM	0.11	False	Less_than_50pc_callable	False
VVX02317	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299666, ERR2299694, ERR2299722	VVX02317	LAM	68.06	True	Analysis_set	False
VVX02318	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299667, ERR2299695, ERR2299723	VVX02318	LAM	88.86	True	Analysis_set	False
VVX02319	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299668, ERR2299696, ERR2299724	VVX02319	LAM	88.02	True	Analysis_set	False
VVX02320	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299669, ERR2299697, ERR2299725	VVX02320	LAM	88.75	True	Analysis_set	False
VVX02321	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299670, ERR2299698, ERR2299726	VVX02321	LAM	89.74	True	Analysis_set	False
VVX02323	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299671, ERR2299699, ERR2299727	VVX02323	LAM	90.54	True	Analysis_set	False
VVX02324	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299672, ERR2299700, ERR2299728	VVX02324	LAM	85.03	True	Analysis_set	False
VVX02325	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299673, ERR2299701, ERR2299729	VVX02325	LAM	88.84	True	Analysis_set	False
VVX02326	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299674, ERR2299702, ERR2299730	VVX02326	LAM	88.1	True	Analysis_set	False
VVX02327	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299675, ERR2299703, ERR2299731	VVX02327	LAM	89.01	True	Analysis_set	False
VVX02328	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299676, ERR2299704, ERR2299732	VVX02328	LAM	89.76	True	Analysis_set	False
VVX02329	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299677, ERR2299705, ERR2299733	VVX02329	LAM	0.13	False	Less_than_50pc_callable	False
VVX02330	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299678, ERR2299706, ERR2299734	VVX02330	LAM	29.56	False	Less_than_50pc_callable	False
VVX02331	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299679, ERR2299707, ERR2299735	VVX02331	LAM	89.11	True	Analysis_set	False
VVX02332	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299680, ERR2299708, ERR2299736	VVX02332	LAM	85.62	True	Analysis_set	False
VVX02333	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299681, ERR2299709, ERR2299737	VVX02333	LAM	90.09	True	Analysis_set	False
VVX02334	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299682, ERR2299710, ERR2299738	VVX02334	LAM	84.73	True	Analysis_set	False
VVX02335	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299683, ERR2299711, ERR2299739	VVX02335	LAM	87.78	True	Analysis_set	False
VVX02336	1157-PV-MULTI-PRICE	Tierralta	Colombia: Cordoba	Colombia	8.172777799999999	-76.059444	2016	ERR2299684, ERR2299712, ERR2299740	VVX02336	LAM	88.23	True	Analysis_set	False
VVX02337	1157-PV-MULTI-PRICE	Córdoba	Colombia: Cordoba	Colombia	3.8763	-76.9263	2017	ERR2299685, ERR2299713, ERR2299741	VVX02337	LAM	56.7	True	Analysis_set	False
VVX02340	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	Indonesia: Papua	Indonesia	-4.5	137.0	2016	ERR2299688, ERR2299716, ERR2299744	VVX02340	OCE	2.0	False	Less_than_50pc_callable	True
VVX02341	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	Indonesia: Papua	Indonesia	-4.5	137.0	2016	ERR2299691, ERR2299719, ERR2299747	VVX02341	OCE	0.01	False	Less_than_50pc_callable	True
VVX02343	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	Indonesia: Papua	Indonesia	-4.5	137.0	2017	ERR2299692, ERR2299720, ERR2299748	VVX02343	OCE	81.63	False	Mixed_species	True
VVX02345	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	Indonesia: Papua	Indonesia	-4.5	137.0	2017	ERR2299689, ERR2299717, ERR2299745	VVX02345	OCE	0.01	False	Less_than_50pc_callable	True
VVX02346	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	Indonesia: Papua	Indonesia	-4.5	137.0	2017	ERR2299690, ERR2299718, ERR2299746	VVX02346	OCE	89.21	True	Analysis_set	True
VVX04272	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2014		VVX04272	OCE	76.99	True	Analysis_set	False
VVX04273	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2014		VVX04273	OCE	87.39	True	Analysis_set	False
VVX04274	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2015		VVX04274	OCE	65.86	True	Analysis_set	False
VVX04275	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2015		VVX04275	OCE	89.38	True	Analysis_set	False
VVX04276	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2015		VVX04276	OCE	88.79	True	Analysis_set	False
VVX04277	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2015		VVX04277	OCE	88.34	True	Analysis_set	False
VVX04278	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2015		VVX04278	OCE	87.97	True	Analysis_set	False
VVX04279	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2015		VVX04279	OCE	90.15	True	Analysis_set	False
VVX04280	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2015		VVX04280	OCE	87.99	True	Analysis_set	False
VVX04281	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2015		VVX04281	OCE	87.89	True	Analysis_set	False
VVX04282	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2015		VVX04282	OCE	89.12	True	Analysis_set	False
VVX04283	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2015		VVX04283	OCE	88.83	True	Analysis_set	False
VVX04284	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2015		VVX04284	OCE	26.49	False	Less_than_50pc_callable	False
VVX04285	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2015		VVX04285	OCE	88.25	True	Analysis_set	False
VVX04286	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2015		VVX04286	OCE	88.69	True	Analysis_set	False
VVX04287	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2016		VVX04287	OCE	91.22	True	Analysis_set	False
VVX04288	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2016		VVX04288	OCE	79.81	True	Analysis_set	False
VVX04289	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2016		VVX04289	OCE	92.74	True	Analysis_set	False
VVX04290	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2016		VVX04290	OCE	88.09	True	Analysis_set	False
VVX04291	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2016		VVX04291	OCE	75.41	True	Analysis_set	False
VVX04292	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2016		VVX04292	OCE	0.0	False	Less_than_50pc_callable	False
VVX04293	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2016		VVX04293	OCE	88.11	True	Analysis_set	False
VVX04295	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2017		VVX04295	OCE	90.17	True	Analysis_set	False
VVX04297	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2017		VVX04297	OCE	89.07	False	Mixed_species	False
VVX04298	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2017		VVX04298	OCE	89.38	True	Analysis_set	False
VVX04300	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2017		VVX04300	OCE	89.06	True	Analysis_set	False
VVX04302	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2016		VVX04302	OCE	90.66	True	Analysis_set	False
VVX04304	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2016		VVX04304	OCE	88.39	True	Analysis_set	False
VVX04305	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2016		VVX04305	OCE	88.25	True	Analysis_set	False
VVX04306	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2017		VVX04306	OCE	89.11	True	Analysis_set	False
VVX04307	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2017		VVX04307	OCE	87.94	True	Analysis_set	False
VVX04308	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2017		VVX04308	OCE	69.43	True	Analysis_set	False
VVX04310	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2017		VVX04310	OCE	89.6	True	Analysis_set	False
VVX04311	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2008		VVX04311	OCE	78.54	True	Analysis_set	False
VVX04313	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2008		VVX04313	OCE	88.23	True	Analysis_set	False
VVX04314	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2008		VVX04314	OCE	82.59	True	Analysis_set	False
VVX04315	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2008		VVX04315	OCE	88.01	True	Analysis_set	False
VVX04316	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2008		VVX04316	OCE	0.94	False	Less_than_50pc_callable	False
VVX04317	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2008		VVX04317	OCE	8.49	False	Less_than_50pc_callable	False
VVX04318	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2008		VVX04318	OCE	2.59	False	Less_than_50pc_callable	False
VVX04319	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2008		VVX04319	OCE	0.22	False	Less_than_50pc_callable	False
VVX04321	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2008		VVX04321	OCE	86.86	True	Analysis_set	False
VVX04322	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2008		VVX04322	OCE	87.97	True	Analysis_set	False
VVX04323	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2008		VVX04323	OCE	87.96	True	Analysis_set	False
VVX04324	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2008		VVX04324	OCE	87.35	True	Analysis_set	False
VVX04325	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04325	OCE	0.88	False	Less_than_50pc_callable	False
VVX04326	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04326	OCE	88.01	True	Analysis_set	False
VVX04327	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04327	OCE	76.59	False	Mixed_species	False
VVX04328	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04328	OCE	75.74	False	Mixed_species	False
VVX04329	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04329	OCE	27.17	False	Less_than_50pc_callable	False
VVX04330	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04330	OCE	83.5	True	Analysis_set	False
VVX04331	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04331	OCE	76.76	True	Analysis_set	False
VVX04332	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04332	OCE	87.12	True	Analysis_set	False
VVX04333	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04333	OCE	85.3	True	Analysis_set	False
VVX04334	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04334	OCE	88.27	True	Analysis_set	False
VVX04335	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04335	OCE	86.98	True	Analysis_set	False
VVX04336	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04336	OCE	84.98	True	Analysis_set	False
VVX04337	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04337	OCE	87.08	True	Analysis_set	False
VVX04338	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04338	OCE	88.86	True	Analysis_set	False
VVX04339	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04339	OCE	73.78	True	Analysis_set	False
VVX04340	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04340	OCE	88.18	True	Analysis_set	False
VVX04341	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04341	OCE	90.97	True	Analysis_set	False
VVX04342	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04342	OCE	88.69	True	Analysis_set	False
VVX04343	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04343	OCE	15.19	False	Less_than_50pc_callable	False
VVX04344	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04344	OCE	9.98	False	Less_than_50pc_callable	False
VVX04345	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04345	OCE	83.76	True	Analysis_set	False
VVX04346	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04346	OCE	63.75	True	Analysis_set	False
VVX04347	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04347	OCE	86.77	True	Analysis_set	False
VVX04350	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04350	OCE	21.37	False	Less_than_50pc_callable	False
VVX04351	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04351	OCE	46.02	False	Less_than_50pc_callable	False
VVX04353	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04353	OCE	77.36	True	Analysis_set	False
VVX04354	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04354	OCE	21.5	False	Less_than_50pc_callable	False
VVX04355	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04355	OCE	85.06	True	Analysis_set	False
VVX04356	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04356	OCE	2.76	False	Less_than_50pc_callable	False
VVX04357	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04357	OCE	87.64	True	Analysis_set	False
VVX04358	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04358	OCE	80.7	True	Analysis_set	False
VVX04359	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04359	OCE	92.67	True	Analysis_set	False
VVX04360	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04360	OCE	90.15	True	Analysis_set	False
VVX04361	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04361	OCE	89.22	True	Analysis_set	False
VVX04362	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2009		VVX04362	OCE	88.49	True	Analysis_set	False
VVX04363	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2010		VVX04363	OCE	89.79	True	Analysis_set	False
VVX04369	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2010		VVX04369	OCE	87.39	True	Analysis_set	False
VVX04377	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2015		VVX04377	OCE	0.68	False	Less_than_50pc_callable	False
VVX04381	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2015		VVX04381	OCE	89.62	True	Analysis_set	False
VVX04383	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2015		VVX04383	OCE	89.82	True	Analysis_set	False
VVX04384	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2015		VVX04384	OCE	90.3	True	Analysis_set	False
VVX11700	1157-PV-MULTI-PRICE	Jalalabad	Afghanistan: Nangarhar	Afghanistan	34.4344	70.4612	2014	ERR2351666	VVX11700	WAS	1.58	False	Less_than_50pc_callable	False
VVX11701	1157-PV-MULTI-PRICE	Jalalabad	Afghanistan: Nangarhar	Afghanistan	34.4344	70.4612	2014	ERR2351667	VVX11701	WAS	0.04	False	Less_than_50pc_callable	False
VVX11702	1157-PV-MULTI-PRICE	Jalalabad	Afghanistan: Nangarhar	Afghanistan	34.4344	70.4612	2014	ERR2351668	VVX11702	WAS	0.11	False	Less_than_50pc_callable	False
VVX11703	1157-PV-MULTI-PRICE	Jalalabad	Afghanistan: Nangarhar	Afghanistan	34.4344	70.4612	2014	ERR2351669	VVX11703,VVX11913	WAS	0.13	False	Lower_covered_duplicate	False
VVX11704	1157-PV-MULTI-PRICE	Jalalabad	Afghanistan: Nangarhar	Afghanistan	34.4344	70.4612	2014	ERR2351670	VVX11704	WAS	18.43	False	Less_than_50pc_callable	False
VVX11706	1157-PV-MULTI-PRICE	Jalalabad	Afghanistan: Nangarhar	Afghanistan	34.4344	70.4612	2014	ERR2351671	VVX11706	WAS	0.57	False	Less_than_50pc_callable	False
VVX11709	1157-PV-MULTI-PRICE	Jalalabad	Afghanistan: Nangarhar	Afghanistan	34.4344	70.4612	2014	ERR2351672	VVX11709	WAS	1.29	False	Less_than_50pc_callable	False
VVX11710	1157-PV-MULTI-PRICE	Jalalabad	Afghanistan: Nangarhar	Afghanistan	34.4344	70.4612	2015	ERR2351673	VVX11710,VVX11914	WAS	0.34	False	Lower_covered_duplicate	False
VVX11711	1157-PV-MULTI-PRICE	Jalalabad	Afghanistan: Nangarhar	Afghanistan	34.4344	70.4612	2014	ERR2351674	VVX11711	WAS	0.9	False	Less_than_50pc_callable	False
VVX11712	1157-PV-MULTI-PRICE	Jalalabad	Afghanistan: Nangarhar	Afghanistan	34.4344	70.4612	2014	ERR2351675	VVX11712	WAS	0.09	False	Less_than_50pc_callable	False
VVX11713	1157-PV-MULTI-PRICE	Jalalabad	Afghanistan: Nangarhar	Afghanistan	34.4344	70.4612	2014	ERR2351676	VVX11713	WAS	0.02	False	Less_than_50pc_callable	False
VVX11714	1157-PV-MULTI-PRICE	Jalalabad	Afghanistan: Nangarhar	Afghanistan	34.4344	70.4612	2014	ERR2351677	VVX11714	WAS	0.04	False	Less_than_50pc_callable	False
VVX11715	1157-PV-MULTI-PRICE	Jalalabad	Afghanistan: Nangarhar	Afghanistan	34.4344	70.4612	2014	ERR2351678	VVX11715	WAS	0.16	False	Less_than_50pc_callable	False
VVX11718	1157-PV-MULTI-PRICE	Jalalabad	Afghanistan: Nangarhar	Afghanistan	34.4344	70.4612	2014	ERR2351679	VVX11718	WAS	0.04	False	Less_than_50pc_callable	False
VVX11719	1157-PV-MULTI-PRICE	Jalalabad	Afghanistan: Nangarhar	Afghanistan	34.4344	70.4612	2014	ERR2351680	VVX11719	WAS	9.0	False	Less_than_50pc_callable	False
VVX11720	1157-PV-MULTI-PRICE	Jalalabad	Afghanistan: Nangarhar	Afghanistan	34.4344	70.4612	2014	ERR2351681	VVX11720,VVX11915	WAS	0.65	False	Less_than_50pc_callable	False
VVX11721	1157-PV-MULTI-PRICE	Jalalabad	Afghanistan: Nangarhar	Afghanistan	34.4344	70.4612	2014	ERR2351682	VVX11721	WAS	5.97	False	Less_than_50pc_callable	False
VVX11722	1157-PV-MULTI-PRICE	Jalalabad	Afghanistan: Nangarhar	Afghanistan	34.4344	70.4612	2014	ERR2351683	VVX11722	WAS	0.32	False	Less_than_50pc_callable	False
